215	115	254	126	living_room	1	1	
226	203	252	214	bedroom	1	1	
99	233	135	246	bedroom	1	1	
111	47	141	60	bedroom	1	1	
197	16	209	25	bathroom	1	1	
172	177	182	184	restroom	1	1	
214	263	255	277	balcony	1	1	
168	38	182	48	closet	1	1	
170	225	186	237	closet	1	1	
171	257	185	267	closet	1	1	
17	222	33	229	corridor	1	1	
29	145	48	151	corridor	1	1	
211	46	233	53	washing_room	1	1	
9	266	36	266	door	2	3	
205	81	223	81	door	2	3	
164	177	164	199	door	1	4	
138	202	161	202	door	1	3	
217	175	274	175	door	3	1	
194	257	272	257	door	3	1	
299	109	299	137	door	3	2	
245	4	271	4	door	3	1	
112	4	161	4	door	3	1	
204	42	215	42	door	5	1	
164	250	164	274	door	5	4	
163	44	163	66	door	5	4	
163	20	163	45	door	6	4	
193	222	193	244	door	4	2	
111	286	133	286	door	10	1	
112	135	162	135	door	3	1	
189	4	189	81	wall	1	1	
240	4	240	81	wall	1	1	
83	4	83	286	wall	1	1	
83	4	299	4	wall	1	1	
189	42	240	42	wall	1	1	
163	81	240	81	wall	1	1	
83	135	163	135	wall	1	1	
7	137	67	137	wall	1	1	
164	175	299	175	wall	1	1	
193	175	193	276	wall	1	1	
83	202	164	202	wall	1	1	
164	219	193	219	wall	1	1	
164	247	193	247	wall	1	1	
193	257	299	257	wall	1	1	
7	266	51	266	wall	1	1	
164	276	193	276	wall	1	1	
299	4	299	257	wall	1	1	
299	257	299	284	wall	2	1	
260	284	299	284	wall	2	1	
260	284	251	301	wall	2	1	
210	301	251	301	wall	2	1	
210	301	201	284	wall	2	1	
164	284	201	284	wall	2	1	
83	286	164	286	wall	1	1	
67	137	67	220	wall	1	1	
67	220	51	235	wall	1	1	
51	235	51	266	wall	1	1	
7	137	7	266	wall	1	1	
163	4	163	135	wall	1	1	
164	175	164	286	wall	1	1	
8	239	37	264	entrance	1	1	
110	170	135	198	special	1	1	
292	60	297	77	special	1	1	
273	6	297	61	cooking_counter	1	2	
215	8	235	38	bathtub	1	2	
223	57	236	76	washing_basin	1	4	
38	162	65	204	special	1	1	
9	162	35	215	stairs	1	1	
85	137	137	166	stairs	1	2	
167	184	189	216	toilet	1	1	
