338	128	360	151	balcony	1	1	
79	35	126	58	bathroom	1	1	
94	125	141	148	corridor	1	1	
232	161	279	184	bedroom	1	1	
86	198	132	221	bedroom	1	1	
186	236	211	259	closet	1	1	
251	236	298	259	closet	1	1	
217	41	270	60	kitchen	1	1	
43	99	60	112	restroom	1	1	
44	26	58	43	PS	1	1	
79	86	110	105	washing_room	1	1	
36	125	36	149	door	1	4	
180	117	180	148	door	1	4	
180	238	180	262	door	1	4	
207	114	301	114	door	3	1	
221	231	328	231	door	3	1	
332	23	332	100	door	3	2	
332	129	332	213	door	3	2	
66	122	142	122	door	3	1	
62	74	62	114	door	3	2	
66	61	94	61	door	4	1	
36	9	36	265	wall	1	1	
36	9	332	9	wall	1	1	
143	9	143	122	wall	1	1	
332	9	332	265	wall	1	1	
143	114	332	114	wall	1	1	
180	114	180	265	wall	1	1	
36	122	143	122	wall	1	1	
36	163	63	163	wall	1	1	
180	231	332	231	wall	1	1	
332	8	365	8	wall	2	1	
365	8	365	265	wall	2	1	
332	265	365	265	wall	2	1	
36	265	332	265	wall	1	1	
219	231	219	265	wall	1	1	
63	151	63	163	wall	1	1	
63	151	180	151	wall	1	1	
62	9	62	122	wall	1	1	
36	61	143	61	wall	1	1	
39	125	61	150	entrance	1	1	
145	12	222	35	cooking_counter	2	1	
106	12	141	56	bathtub	1	2	
117	65	139	87	washing_basin	3	2	
120	92	140	120	washing_basin	1	4	
42	64	58	83	toilet	1	3	
