49	533	123	570	closet	1	1	
142	862	215	899	bedroom	1	1	
160	352	213	398	kitchen	1	1	
91	98	153	149	bathroom	1	1	
144	239	191	294	restroom	1	1	
209	1157	248	1195	balcony	1	1	
250	261	295	294	corridor	1	1	
244	542	279	584	washing_room	1	1	
335	76	335	144	door	1	2	
208	211	208	275	door	1	2	
235	628	316	628	door	1	3	
100	1134	273	1134	door	3	1	
24	849	24	1030	door	3	2	
27	628	153	628	door	4	3	
208	133	208	202	door	5	4	
208	73	208	332	wall	1	1	
116	332	208	332	wall	1	1	
24	73	24	1134	wall	1	1	
24	73	335	73	wall	1	1	
335	73	335	1134	wall	1	1	
150	475	150	628	wall	1	1	
24	628	335	628	wall	1	1	
24	1134	335	1134	wall	1	1	
336	1129	336	1244	wall	2	1	
184	1244	336	1244	wall	2	1	
184	1213	184	1244	wall	2	1	
138	1213	184	1213	wall	2	1	
138	1177	138	1213	wall	2	1	
21	1177	138	1177	wall	2	1	
21	1127	21	1177	wall	2	1	
24	475	215	475	wall	1	1	
208	116	244	116	wall	1	1	
116	209	116	332	wall	1	1	
116	209	208	209	wall	1	1	
27	74	113	200	bathtub	1	2	
215	80	325	111	entrance	1	1	
134	253	184	328	toilet	1	1	
25	403	188	469	cooking_counter	2	1	
158	566	200	617	washing_basin	1	2	
156	487	220	548	washing_basin	2	1	
28	200	122	292	special	3	1	
28	1126	98	1204	special	3	1	
