264	176	264	294	door	1	1	
566	476	566	656	door	1	1	
145	304	255	304	door	1	1	
352	421	447	421	door	1	1	
274	119	390	119	door	1	1	
27	784	138	784	door	1	1	
40	124	116	236	toilet	1	3	
484	128	556	409	cooking_counter	1	4	
275	346	352	414	washing_basin	2	1	
34	320	138	472	bathtub	1	2	
155	143	226	181	washing_basin	1	3	
274	124	406	159	entrance	1	1	
107	195	176	229	restroom	1	1	
380	253	448	287	kitchen	1	1	
867	255	935	289	balcony	1	1	
107	376	176	411	bathroom	1	1	
271	597	339	632	bedroom	1	1	
49	826	118	860	closet	1	1	
322	826	390	860	balcony	1	1	
263	421	263	483	wall	1	1	
21	483	263	483	wall	1	1	
1174	119	1174	424	wall	1	1	
628	424	1174	424	wall	1	1	
628	119	628	424	wall	1	1	
20	904	148	904	wall	1	1	
20	784	20	904	wall	1	1	
21	119	21	304	wall	1	1	
21	119	264	119	wall	1	1	
628	119	1174	119	wall	1	1	
264	119	566	119	wall	1	1	
566	119	566	421	wall	1	1	
264	119	264	304	wall	1	1	
148	784	566	784	wall	1	1	
148	784	148	904	wall	1	1	
21	784	148	784	wall	1	1	
264	304	264	421	wall	1	1	
21	304	264	304	wall	1	1	
566	421	566	784	wall	1	1	
264	421	566	421	wall	1	1	
21	304	21	483	wall	1	1	
21	483	21	784	wall	1	1	
563	783	563	899	wall	2	1	
147	899	563	899	wall	2	1	
