169	145	222	172	kitchen	1	1	
233	52	254	71	PS	1	1	
268	65	305	92	bathroom	1	1	
265	115	299	141	washing_room	1	1	
319	111	346	137	restroom	1	1	
282	176	335	203	closet	1	1	
96	179	124	204	closet	1	1	
130	282	183	309	bedroom	1	1	
261	282	314	309	bedroom	1	1	
126	390	179	414	balcony	1	1	
163	46	201	46	door	2	1	
230	46	257	46	door	2	1	
228	211	259	211	door	2	1	
95	211	126	211	door	2	3	
311	106	311	133	door	2	4	
268	211	349	211	door	3	1	
246	381	325	381	door	3	1	
117	381	201	381	door	3	1	
138	211	218	211	door	3	1	
223	253	223	339	door	3	2	
264	104	305	104	door	5	1	
260	107	260	138	door	10	2	
90	46	90	381	wall	1	1	
90	46	350	46	wall	1	1	
350	46	350	381	wall	1	1	
158	83	260	83	wall	1	1	
260	104	350	104	wall	1	1	
90	173	131	173	wall	1	1	
131	173	131	211	wall	1	1	
90	211	350	211	wall	1	1	
90	381	350	381	wall	1	1	
158	46	158	83	wall	1	1	
227	46	227	108	wall	1	1	
311	104	311	166	wall	1	1	
260	46	260	166	wall	1	1	
260	166	350	166	wall	1	1	
267	166	267	211	wall	1	1	
223	211	223	381	wall	1	1	
92	381	92	420	wall	2	1	
92	420	211	420	wall	2	1	
211	381	211	420	wall	2	1	
161	51	224	80	entrance	1	1	
107	111	101	59	cooking_counter	1	2	
92	48	117	139	cooking_counter	1	2	
312	48	345	101	bathtub	1	2	
313	125	344	164	toilet	1	1	
233	84	253	105	washing_basin	1	3	
276	141	306	164	washing_basin	2	1	
92	141	121	167	washing_basin	2	1	
