21	214	45	226	balcony	1	1	
132	175	156	187	living_room	1	1	
95	255	119	267	bedroom	1	1	
181	253	213	271	bedroom	1	1	
316	257	344	275	bedroom	1	1	
357	193	377	204	bathroom	1	1	
398	244	411	262	balcony	1	1	
268	265	282	277	closet	1	1	
267	230	282	240	closet	1	1	
249	201	280	211	corridor	1	1	
286	176	296	189	restroom	1	1	
317	190	342	212	washing_room	1	1	
237	180	242	189	closet	1	1	
55	164	55	210	door	3	2	
55	238	55	286	door	3	2	
79	222	128	222	door	3	3	
161	222	205	222	door	3	3	
287	249	287	300	door	6	2	
261	222	283	222	door	9	1	
235	200	235	219	door	1	4	
249	172	263	172	door	2	1	
389	238	389	287	door	3	2	
351	201	351	221	door	4	2	
287	198	309	198	door	1	3	
311	185	311	221	door	3	2	
159	225	159	297	door	3	2	
235	224	235	297	door	3	2	
244	174	244	194	door	9	2	
11	140	11	300	wall	1	1	
11	140	235	140	wall	1	1	
235	172	389	172	wall	1	1	
389	172	389	300	wall	1	1	
260	222	260	300	wall	1	1	
55	140	55	300	wall	1	1	
159	222	159	300	wall	1	1	
267	172	267	198	wall	1	1	
267	198	311	198	wall	1	1	
311	172	311	222	wall	1	1	
351	172	351	222	wall	1	1	
235	195	244	195	wall	1	1	
287	222	287	300	wall	1	1	
260	249	287	249	wall	1	1	
55	222	418	222	wall	1	1	
418	222	418	300	wall	1	1	
11	300	418	300	wall	1	1	
235	140	235	300	wall	1	1	
244	172	244	195	wall	1	1	
354	175	385	192	bathtub	1	1	
249	175	264	196	entrance	1	1	
314	175	328	192	washing_basin	1	3	
330	174	350	192	washing_basin	4	1	
216	142	233	195	cooking_counter	1	2	
270	179	289	191	toilet	1	2	
