240	87	269	101	bedroom	1	1	
151	74	179	88	closet	1	1	
85	131	113	145	kitchen	1	1	
85	131	113	145	washing_room	1	1	
239	352	267	366	bedroom	1	1	
148	397	176	411	closet	1	1	
64	233	106	271	living_room	1	1	
26	188	44	207	kitchen	1	1	
39	67	73	93	bathroom	1	1	
106	68	123	90	restroom	1	1	
59	440	94	465	balcony	1	1	
156	317	173	340	closet	1	1	
387	227	429	250	closet	1	1	
193	159	223	159	door	1	3	
105	117	138	117	door	1	3	
185	271	185	309	door	1	4	
400	56	434	56	door	2	1	
105	159	136	159	door	2	3	
189	452	274	452	door	3	1	
14	421	137	421	door	3	1	
98	45	137	45	door	3	1	
10	336	10	373	door	3	2	
65	117	90	117	door	4	1	
189	49	189	113	door	6	2	
224	29	270	29	door	9	1	
143	314	182	314	door	4	1	
185	362	185	448	door	6	2	
321	29	321	452	wall	1	1	
140	452	321	452	wall	1	1	
140	314	140	452	wall	1	1	
189	29	189	159	wall	1	1	
189	29	321	29	wall	1	1	
10	45	189	45	wall	1	1	
185	268	185	452	wall	1	1	
185	268	321	268	wall	1	1	
140	314	185	314	wall	1	1	
94	45	94	117	wall	1	1	
141	45	141	117	wall	1	1	
10	117	189	117	wall	1	1	
10	159	321	159	wall	1	1	
140	358	185	358	wall	1	1	
10	45	10	421	wall	1	1	
10	421	140	421	wall	1	1	
142	451	142	468	wall	2	1	
124	468	142	468	wall	2	1	
124	468	114	486	wall	2	1	
38	486	114	486	wall	2	1	
38	486	27	470	wall	2	1	
10	470	27	470	wall	2	1	
10	419	10	470	wall	2	1	
375	56	375	117	wall	1	1	
375	117	355	140	wall	1	1	
355	140	355	265	wall	1	1	
355	265	436	265	wall	1	1	
436	56	436	265	wall	1	1	
375	56	436	56	wall	1	1	
227	158	227	214	wall	2	1	
227	214	275	214	wall	2	1	
14	48	55	114	bathtub	1	2	
107	47	128	86	toilet	1	3	
386	63	435	102	entrance	1	1	
398	142	435	186	stairs	1	1	
237	219	286	258	stairs	1	2	
162	126	184	150	washing_basin	1	4	
14	121	42	155	washing_basin	2	1	
19	266	44	294	washing_basin	2	1	
19	165	44	264	cooking_counter	1	2	
233	168	264	209	special	1	1	
358	164	393	207	special	1	1	
