156.3	29.8	246.7	52.2	balcony	1	1	
310.00712694878	194.14432071269	351.60712694878	234.14432071269	bathroom	1	1	
173.64870466321	233.91174438687	216.84870466321	258.71174438687	closet	1	1	
230.6	233.1	251.4	257.9	closet	1	1	
309.34031890661	270.60364464692	350.14031890661	282.60364464692	restroom	1	1	
213	561.9	313	585.1	balcony	1	1	
287	402	360	445	living_room	1	1	
160	317	230	331	kitchen	1	1	
177	461	229	485	bedroom	1	1	
182	136	231	156	bedroom	1	1	
306	110	320	130	closet	1	2	
269	193	293	206	corridor	1	1	
319	149	352	161	washing_room	1	1	
340	77	363	90	PS	1	1	
372	259	378	266	PS	1	1	
146	275	155	282	PS	1	1	
272	61	305	61	door	1	1	
260	185	260	218	door	1	4	
266	287	296	287	door	2	3	
302	249	302	289	door	1	4	
302	148	302	178	door	2	4	
285	553	360	553	door	3	1	
164	553	239	553	door	3	1	
162	61	236	61	door	3	1	
302	107	302	134	door	3	2	
121	117	121	169	door	3	2	
122	444	122	495	door	3	2	
260	435	260	510	door	3	2	
140	299	140	334	door	3	2	
308	184	340	184	door	4	3	
146	391	218	391	door	6	3	
144	224	218	224	door	6	1	
260	230	260	262	door	9	2	
139	61	385	61	wall	1	1	
385	61	385	553	wall	1	1	
302	184	385	184	wall	1	1	
222	224	222	267	wall	1	1	
302	246	385	246	wall	1	1	
366	246	366	287	wall	1	1	
140	267	260	267	wall	1	1	
161	267	161	297	wall	1	1	
260	287	385	287	wall	1	1	
140	297	161	297	wall	1	1	
140	349	222	349	wall	1	1	
222	349	222	391	wall	1	1	
140	391	260	391	wall	1	1	
140	553	385	553	wall	1	1	
139	61	139	111	wall	1	1	
121	111	139	111	wall	1	1	
121	111	121	175	wall	1	1	
121	175	140	175	wall	1	1	
140	175	140	436	wall	1	1	
122	436	140	436	wall	1	1	
122	436	122	501	wall	1	1	
122	501	140	501	wall	1	1	
140	501	140	553	wall	1	1	
302	101	302	287	wall	1	1	
302	140	325	140	wall	1	1	
325	61	325	140	wall	1	1	
302	101	385	101	wall	1	1	
260	61	260	553	wall	1	1	
140	224	260	224	wall	1	1	
139	553	139	594	wall	2	1	
139	594	387	594	wall	2	1	
387	553	387	594	wall	2	1	
139	21	139	61	wall	2	1	
139	21	264	21	wall	2	1	
264	21	264	61	wall	2	1	
349	189	380	241	bathtub	1	2	
166	272	255	298	cooking_counter	2	1	
357	265	335	259	toilet	1	4	
324	256	361	276	toilet	1	4	
361	155	380	179	washing_basin	1	4	
356	117	380	143	washing_basin	3	2	
330	66	380	96	special	1	1	
142	270	156	291	special	1	2	
