114	126	140	143	kitchen	1	1	
64	267	138	288	bedroom	1	1	
65	66	81	75	bathroom	1	1	
34	109	55	116	restroom	1	1	
72	386	121	401	balcony	1	1	
40	164	87	180	closet	1	1	
105	51	136	51	door	1	1	
63	123	63	152	door	1	2	
70	106	98	106	door	2	1	
29	191	95	191	door	6	3	
47	377	147	377	door	3	1	
104	191	172	191	door	3	1	
28	51	174	51	wall	1	1	
174	51	174	377	wall	1	1	
28	377	174	377	wall	1	1	
28	51	28	377	wall	1	1	
28	191	174	191	wall	1	1	
100	51	100	191	wall	1	1	
28	106	100	106	wall	1	1	
28	155	100	155	wall	1	1	
63	106	63	155	wall	1	1	
27	377	27	412	wall	2	1	
27	412	174	412	wall	2	1	
174	377	174	412	wall	2	1	
149	79	170	139	cooking_counter	2	4	
30	55	56	104	bathtub	1	2	
37	121	55	153	toilet	1	1	
148	164	170	189	washing_basin	1	4	
103	55	135	83	entrance	1	1	
136	52	173	77	special	3	1	
