146	53	206	78	closet	1	1	
316	47	364	58	PS	1	1	
294	100	342	130	washing_room	1	1	
147	155	207	185	bedroom	1	1	
248	171	279	201	corridor	1	1	
296	165	331	195	bathroom	1	1	
303	259	363	286	closet	1	1	
278	369	338	399	bedroom	1	1	
145	431	205	461	balcony	1	1	
296	222	323	234	restroom	1	1	
159	332	210	352	kitchen	1	1	
245	42	283	42	door	2	1	
320	42	344	42	door	2	1	
245	293	276	293	door	2	1	
241	260	241	289	door	2	4	
287	223	287	244	door	1	4	
139	83	220	83	door	6	3	
297	293	361	293	door	6	3	
140	419	221	419	door	10	1	
262	473	338	473	door	10	1	
161	257	238	257	door	10	1	
241	129	241	206	door	10	1	
290	149	328	149	door	4	3	
287	113	287	140	door	2	4	
241	341	241	416	door	10	1	
111	42	111	419	wall	1	1	
111	42	374	42	wall	1	1	
241	42	241	473	wall	1	1	
374	42	374	473	wall	1	1	
306	64	374	64	wall	1	1	
287	149	374	149	wall	1	1	
287	209	374	209	wall	1	1	
287	251	374	251	wall	1	1	
111	257	241	257	wall	1	1	
241	293	374	293	wall	1	1	
111	419	241	419	wall	1	1	
287	87	287	293	wall	1	1	
241	473	374	473	wall	1	1	
110	473	240	473	wall	2	1	
110	419	110	473	wall	2	1	
287	87	306	87	wall	1	1	
306	42	306	87	wall	1	1	
111	83	241	83	wall	1	1	
341	110	371	144	washing_basin	1	4	
329	217	371	243	toilet	1	4	
332	152	371	206	bathtub	1	2	
116	268	144	356	cooking_counter	1	2	
338	67	371	109	washing_basin	2	1	
116	359	142	389	washing_basin	2	1	
244	44	282	86	entrance	1	1	
