249	384	317	417	living_room	1	1	
396	427	450	441	bedroom	1	1	
231	124	274	147	bathroom	1	1	
377	83	401	103	restroom	1	1	
241	550	339	573	balcony	1	1	
427	131	461	152	closet	1	1	
378	296	457	327	closet	1	1	
378	191	409	212	corridor	1	1	
304	123	351	145	washing_room	1	1	
139	102	183	102	door	2	1	
268	541	359	541	door	3	1	
373	541	450	541	door	3	1	
365	358	365	439	door	3	2	
224	72	245	72	door	3	1	
432	72	451	72	door	3	1	
396	356	440	356	door	5	3	
292	123	292	160	door	5	4	
371	119	413	119	door	1	3	
365	82	365	163	door	3	2	
419	117	419	166	door	4	4	
365	194	365	258	door	3	2	
109	102	109	152	wall	1	1	
109	152	140	152	wall	1	1	
140	152	140	297	wall	1	1	
419	166	471	166	wall	1	1	
213	168	292	168	wall	1	1	
292	191	365	191	wall	1	1	
365	263	471	263	wall	1	1	
140	297	190	297	wall	1	1	
365	356	471	356	wall	1	1	
213	541	471	541	wall	1	1	
213	72	471	72	wall	1	1	
471	72	471	541	wall	1	1	
365	119	471	119	wall	1	1	
365	72	365	541	wall	1	1	
213	72	213	541	wall	1	1	
211	541	211	592	wall	2	1	
211	592	367	592	wall	2	1	
367	541	367	592	wall	2	1	
419	119	419	215	wall	1	1	
457	72	457	119	wall	1	1	
292	72	292	191	wall	1	1	
317	72	317	85	wall	1	1	
292	85	317	85	wall	1	1	
109	102	190	102	wall	1	1	
190	102	190	297	wall	1	1	
138	106	186	150	entrance	1	1	
147	156	186	295	stairs	1	1	
218	173	248	203	washing_basin	2	1	
216	76	288	116	bathtub	1	1	
326	77	360	111	washing_basin	2	1	
320	158	361	189	washing_basin	1	1	
408	79	452	111	toilet	1	4	
424	168	469	259	stairs	1	1	
216	247	314	276	cooking_counter	1	1	
